Avg(Temp)	ChangeDate
15.444444444444445	2018-10-13 12:07:44.494767
15	2018-10-13 12:08:00.469766
15	2018-10-13 12:09:00.746450
6.382352941176471	2018-10-13 12:10:00.913294
14	2018-10-13 12:11:01.119341
1.5588235294117647	2018-10-13 12:12:01.323586
9.735294117647058	2018-10-13 12:13:01.470830
13	2018-10-13 12:14:02.563526
-3.4705882352941178	2018-10-13 12:15:00.136267
4.764705882352941	2018-10-13 12:16:00.298283
13	2018-10-13 12:17:00.655420
13	2018-10-13 12:18:00.671382
-3.4705882352941178	2018-10-13 12:19:00.849381
13	2018-10-13 12:20:01.108780
8.757575757575758	2018-10-13 12:21:02.531920
13	2018-10-13 12:22:00.425250
3.727272727272727	2018-10-13 12:23:01.353578
8.028571428571428	2018-10-13 12:24:00.989316
-4.352941176470588	2018-10-13 12:25:01.738437
-4.848484848484849	2018-10-13 12:26:01.658737
12.264705882352942	2018-10-13 12:27:00.259497
8.882352941176471	2018-10-13 12:28:00.190746
4.764705882352941	2018-10-13 12:29:00.392692
8.882352941176471	2018-10-13 12:30:00.577449
8.882352941176471	2018-10-13 12:31:00.826318
8.882352941176471	2018-10-13 12:32:01.020321
8.882352941176471	2018-10-13 12:33:02.499659
13	2018-10-13 12:34:01.757340
4.515151515151516	2018-10-13 12:35:04.183503
-3	2018-10-13 12:36:00.278025
-7.588235294117647	2018-10-13 12:37:00.253497
13	2018-10-13 12:38:00.474662
0.6470588235294118	2018-10-13 12:39:00.734946
13	2018-10-13 12:40:00.974662
14.882352941176471	2018-10-13 12:41:01.234651
15	2018-10-13 12:42:01.514239
2.090909090909091	2018-10-13 12:43:01.695402
15	2018-10-13 12:44:00.093837
10.823529411764707	2018-10-13 12:45:00.340504
10.823529411764707	2018-10-13 12:46:00.495776
10.823529411764707	2018-10-13 12:47:00.714050
12.647058823529411	2018-10-13 12:48:00.922298
6.117647058823529	2018-10-13 12:49:01.114263
19	2018-10-13 12:50:01.315053
5.828571428571428	2018-10-13 12:51:00.002337
5.205882352941177	2018-10-13 12:52:01.155605
-11.852941176470589	2018-10-13 12:53:01.373662
-8.454545454545455	2018-10-13 12:54:01.573837
18	2018-10-13 12:55:00.021370
18.764705882352942	2018-10-13 12:56:00.294600
14.323529411764707	2018-10-13 12:57:00.627296
10.205882352941176	2018-10-13 12:58:00.882072
13	2018-10-13 12:59:01.199629
18.029411764705884	2018-10-13 13:00:01.434389
23.848484848484848	2018-10-13 13:01:01.773950
14.558823529411764	2018-10-13 13:02:00.373575
14.176470588235293	2018-10-13 13:03:00.654195
17.970588235294116	2018-10-13 13:04:00.999599
17.61764705882353	2018-10-13 13:05:01.234058
3.696969696969697	2018-10-13 13:06:01.597417
16.647058823529413	2018-10-13 13:07:00.075671
21	2018-10-13 13:08:00.432633
7.029411764705882	2018-10-13 13:09:00.815889
11.352941176470589	2018-10-13 13:10:00.967287
11.352941176470589	2018-10-13 13:11:01.267303
13.964285714285714	2018-10-13 13:12:01.499883
6.117647058823529	2018-10-13 13:13:00.045666
19	2018-10-13 13:14:00.329934
14.705882352941176	2018-10-13 13:15:00.638453
9.823529411764707	2018-10-13 13:16:01.093355
9.470588235294118	2018-10-13 13:17:01.203720
13.735294117647058	2018-10-13 13:18:01.415429
18	2018-10-13 13:19:01.681575
18	2018-10-13 13:20:00.214652
9.470588235294118	2018-10-13 13:21:00.513914
13.735294117647058	2018-10-13 13:22:00.816564
18	2018-10-13 13:23:00.374654
13.857142857142858	2018-10-13 13:24:03.820367
8.647058823529411	2018-10-13 13:25:00.814197
4.294117647058823	2018-10-13 13:26:01.058047
4.294117647058823	2018-10-13 13:27:01.226294
17	2018-10-13 13:28:01.703483
12.666666666666666	2018-10-13 13:29:01.886939
11.294117647058824	2018-10-13 13:30:00.143437
18.294117647058822	2018-10-13 13:31:00.279446
18.41176470588235	2018-10-13 13:32:08.252709
8.852941176470589	2018-10-13 13:33:00.735215
8.852941176470589	2018-10-13 13:34:00.935100
12.352941176470589	2018-10-13 13:35:01.221266
21	2018-10-13 13:36:01.517674
16.47222222222222	2018-10-13 13:37:01.518581
20	2018-10-13 13:38:00.197370
7.029411764705882	2018-10-13 13:39:01.139473
15.125	2018-10-13 13:40:00.593919
14.82857142857143	2018-10-13 13:41:00.221055
10.657142857142857	2018-10-13 13:42:05.473929
10.411764705882353	2018-10-13 13:43:01.409873
14.575757575757576	2018-10-13 13:44:01.706731
18.647058823529413	2018-10-13 13:45:00.314754
13.735294117647058	2018-10-13 13:46:00.515012
13.735294117647058	2018-10-13 13:47:00.795363
13.735294117647058	2018-10-13 13:48:01.074879
18	2018-10-13 13:49:01.352301
13.606060606060606	2018-10-13 13:50:01.735848
9.714285714285714	2018-10-13 13:51:00.134390
18	2018-10-13 13:52:01.394824
9.470588235294118	2018-10-13 13:53:00.731292
13.735294117647058	2018-10-13 13:54:00.993857
18	2018-10-13 13:55:01.255186
12.818181818181818	2018-10-13 13:56:01.635722
12.764705882352942	2018-10-13 13:57:00.110412
8.529411764705882	2018-10-13 13:58:00.338487
12.764705882352942	2018-10-13 13:59:00.653001
8.529411764705882	2018-10-13 14:00:00.834530
4.294117647058823	2018-10-13 14:01:01.057490
8.529411764705882	2018-10-13 14:02:01.371329
12.636363636363637	2018-10-13 14:03:01.631387
8.529411764705882	2018-10-13 14:04:00.132334
17	2018-10-13 14:05:00.332268
12.764705882352942	2018-10-13 14:06:00.636144
8.529411764705882	2018-10-13 14:07:00.916134
8.529411764705882	2018-10-13 14:08:01.166749
4.294117647058823	2018-10-13 14:09:01.375331
8.272727272727273	2018-10-13 14:10:01.595722
17	2018-10-13 14:11:00.112822
12.705882352941176	2018-10-13 14:12:01.514385
7.333333333333333	2018-10-13 14:13:01.686645
7.588235294117647	2018-10-13 14:14:00.113719
11.794117647058824	2018-10-13 14:15:00.454484
