Avg(Temp)	ChangeDate
29.53061224489796	2018-10-02 18:23:00.095312
29.842105263157894	2018-10-02 18:24:02.632058
30	2018-10-02 18:25:00.114470
30.30188679245283	2018-10-02 18:26:00.194580
30.875	2018-10-02 18:27:00.249444
30.977272727272727	2018-10-02 18:28:11.121200
31.566037735849058	2018-10-02 18:29:00.971951
31.735849056603772	2018-10-02 18:30:00.991399
32	2018-10-02 18:31:01.010626
32.28846153846154	2018-10-02 18:32:01.071781
32.698113207547166	2018-10-02 18:33:00.256350
32.716981132075475	2018-10-02 18:34:00.149640
32.72727272727273	2018-10-02 18:35:00.087897
32.659574468085104	2018-10-02 18:36:06.804805
32.905660377358494	2018-10-02 18:37:00.194700
32.9811320754717	2018-10-02 18:38:00.005187
33	2018-10-02 18:39:00.115392
33	2018-10-02 18:40:00.158178
33	2018-10-02 18:41:00.214787
33	2018-10-02 18:42:00.231316
33.113207547169814	2018-10-02 18:43:00.372713
33.35849056603774	2018-10-02 18:44:00.362846
33.528301886792455	2018-10-02 18:45:00.404981
33.735849056603776	2018-10-02 18:46:07.297603
33.735849056603776	2018-10-02 18:47:00.450617
33.81132075471698	2018-10-02 18:48:00.537119
33.716981132075475	2018-10-02 18:49:00.591263
34	2018-10-02 18:50:00.619454
30.71153846153846	2018-10-02 18:56:00.170700
30.581818181818182	2018-10-02 18:57:03.068764
30.71698113207547	2018-10-02 18:58:01.012367
30.88679245283019	2018-10-02 18:59:01.030603
31.245283018867923	2018-10-02 19:00:01.049369
31.615384615384617	2018-10-02 19:01:01.118873
31.962264150943398	2018-10-02 19:02:00.011733
32.0377358490566	2018-10-02 19:03:00.068782
32.679245283018865	2018-10-02 19:04:00.209909
32.76190476190476	2018-10-02 19:05:00.190269
29.074074074074073	2018-10-02 19:41:30.443628
28.358490566037737	2018-10-02 19:42:01.007422
27.69811320754717	2018-10-02 19:43:01.321331
27.04	2018-10-02 19:44:01.144620
28.65	2018-10-02 19:54:37.706640
27.867924528301888	2018-10-02 19:55:00.103434
27.09433962264151	2018-10-02 19:56:00.138844
26.962264150943398	2018-10-02 19:57:00.168756
26.77358490566038	2018-10-02 19:58:00.222377
26.71698113207547	2018-10-02 19:59:00.264745
26.735849056603772	2018-10-02 20:00:00.283275
26.71698113207547	2018-10-02 20:01:00.311561
26.528301886792452	2018-10-02 20:02:00.377247
26.39622641509434	2018-10-02 20:03:00.413608
26.471698113207548	2018-10-02 20:04:00.468685
26.22641509433962	2018-10-02 20:05:00.521828
26.09433962264151	2018-10-02 20:06:00.575114
26.245283018867923	2018-10-02 20:07:00.598777
26.22641509433962	2018-10-02 20:08:00.649475
26.347826086956523	2018-10-02 20:09:00.681430
26.68888888888889	2018-10-02 20:10:09.528136
26.528301886792452	2018-10-02 20:11:00.496786
26.60377358490566	2018-10-02 20:12:00.537844
26.49056603773585	2018-10-02 20:13:00.620683
26.67924528301887	2018-10-02 20:14:00.700795
26.58490566037736	2018-10-02 20:15:00.697232
26.641509433962263	2018-10-02 20:16:00.749309
26.641509433962263	2018-10-02 20:17:00.829662
26.62264150943396	2018-10-02 20:18:00.857544
26.71698113207547	2018-10-02 20:19:00.938910
26.67924528301887	2018-10-02 20:20:00.980521
26.60377358490566	2018-10-02 20:21:01.048656
26.71153846153846	2018-10-02 20:22:01.085081
26.547169811320753	2018-10-02 20:23:00.006009
26.67924528301887	2018-10-02 20:24:00.091801
26.641509433962263	2018-10-02 20:25:00.160659
27.90566037735849	2018-10-02 20:26:00.261110
29.50943396226415	2018-10-02 20:27:00.284346
30.58490566037736	2018-10-02 20:28:00.627742
31.452830188679247	2018-10-02 20:29:00.896717
32	2018-10-02 20:30:00.624487
32.660377358490564	2018-10-02 20:31:00.530417
32.943396226415096	2018-10-02 20:32:00.629310
33.20754716981132	2018-10-02 20:33:00.687073
33.77358490566038	2018-10-02 20:34:00.763249
33.75471698113208	2018-10-02 20:35:00.773250
33.9622641509434	2018-10-02 20:36:00.830865
34	2018-10-02 20:37:00.908714
34.0188679245283	2018-10-02 20:38:00.984062
34.264150943396224	2018-10-02 20:39:00.963504
33.36538461538461	2018-10-02 20:40:01.030980
30.62962962962963	2018-10-02 20:41:00.187845
29.576923076923077	2018-10-02 20:42:01.215359
28.69811320754717	2018-10-02 20:43:00.002073
27.849056603773583	2018-10-02 20:44:00.123614
27.641509433962263	2018-10-02 20:45:00.152702
27.037735849056602	2018-10-02 20:46:00.173208
26.980392156862745	2018-10-02 20:47:00.183809
26.854545454545455	2018-10-02 20:48:01.020553
26.867924528301888	2018-10-02 20:49:00.311137
26.69811320754717	2018-10-02 20:50:00.353140
26.830188679245282	2018-10-02 20:51:00.409749
26.754716981132077	2018-10-02 20:52:00.495920
26.81132075471698	2018-10-02 20:53:00.546736
26.81132075471698	2018-10-02 20:54:01.032276
26.634615384615383	2018-10-02 20:55:00.860482
26.75925925925926	2018-10-02 20:56:00.158323
26.69811320754717	2018-10-02 20:57:01.223177
26.735849056603772	2018-10-02 20:58:00.949860
26.71698113207547	2018-10-02 20:59:01.042480
26.79245283018868	2018-10-02 21:00:01.313638
26.673076923076923	2018-10-02 21:01:01.284470
26.703703703703702	2018-10-02 21:02:03.054443
26.78846153846154	2018-10-02 21:03:01.061120
26.62264150943396	2018-10-02 21:04:00.252467
26.67924528301887	2018-10-02 21:05:00.109338
26.735849056603772	2018-10-02 21:06:00.337870
26.79245283018868	2018-10-02 21:07:00.300282
26.71698113207547	2018-10-02 21:08:01.253082
26.79245283018868	2018-10-02 21:09:00.441898
26.69811320754717	2018-10-02 21:10:00.478364
26.69811320754717	2018-10-02 21:11:00.542101
26.71698113207547	2018-10-02 21:12:00.669318
26.60377358490566	2018-10-02 21:13:00.627936
26.79245283018868	2018-10-02 21:14:00.873229
26.77358490566038	2018-10-02 21:15:00.729272
26.75	2018-10-02 21:16:00.794704
26.75925925925926	2018-10-02 21:17:00.114524
26.75	2018-10-02 21:18:00.921908
26.703703703703702	2018-10-02 21:19:00.030595
26.71698113207547	2018-10-02 21:20:01.224423
26.754716981132077	2018-10-02 21:21:00.957034
26.846153846153847	2018-10-02 21:22:01.013473
26.72222222222222	2018-10-02 21:23:00.206212
26.849056603773583	2018-10-02 21:24:01.419169
26.692307692307693	2018-10-02 21:25:01.129066
26.754716981132077	2018-10-02 21:26:00.031317
26.71698113207547	2018-10-02 21:27:00.083274
26.67924528301887	2018-10-02 21:28:00.102688
26.67924528301887	2018-10-02 21:29:00.206901
26.79245283018868	2018-10-02 21:30:00.380303
26.77358490566038	2018-10-02 21:31:00.283766
26.735849056603772	2018-10-02 21:32:00.543293
26.754716981132077	2018-10-02 21:33:00.359690
26.754716981132077	2018-10-02 21:34:00.357457
26.754716981132077	2018-10-02 21:35:00.620830
26.754716981132077	2018-10-02 21:36:00.455071
26.67924528301887	2018-10-02 21:37:00.537248
26.69811320754717	2018-10-02 21:38:00.576012
26.77358490566038	2018-10-02 21:39:00.614880
26.67924528301887	2018-10-02 21:40:00.608228
26.77358490566038	2018-10-02 21:41:00.704910
26.754716981132077	2018-10-02 21:42:00.755703
26.81132075471698	2018-10-02 21:43:00.790709
26.547169811320753	2018-10-02 21:44:00.828968
26.79245283018868	2018-10-02 21:45:00.890449
26.75	2018-10-02 21:46:00.924985
26.74074074074074	2018-10-02 21:47:00.064633
26.653846153846153	2018-10-02 21:48:01.342753
26.660377358490567	2018-10-02 21:49:00.045686
26.867924528301888	2018-10-02 21:50:00.088773
26.830188679245282	2018-10-02 21:51:00.158819
26.69811320754717	2018-10-02 21:52:00.163125
26.62264150943396	2018-10-02 21:53:00.224352
26.867924528301888	2018-10-02 21:54:00.324289
26.79245283018868	2018-10-02 21:55:00.363682
26.754716981132077	2018-10-02 21:56:00.423584
26.88679245283019	2018-10-02 21:57:00.485075
26.735849056603772	2018-10-02 21:58:00.703034
26.62264150943396	2018-10-02 21:59:00.683620
26.754716981132077	2018-10-02 22:00:00.756803
26.71698113207547	2018-10-02 22:01:00.902016
26.62264150943396	2018-10-02 22:02:00.903454
26.735849056603772	2018-10-02 22:03:01.008753
26.77358490566038	2018-10-02 22:04:01.040696
26.78846153846154	2018-10-02 22:05:01.105458
26.830188679245282	2018-10-02 22:06:00.023049
26.90566037735849	2018-10-02 22:07:00.060439
26.90566037735849	2018-10-02 22:08:00.101890
26.88	2018-10-02 22:09:00.158756
26.92452830188679	2018-10-02 22:10:00.061060
26.88679245283019	2018-10-02 22:11:00.164258
26.9811320754717	2018-10-02 22:12:00.183416
27	2018-10-02 22:13:00.221787
26.9811320754717	2018-10-02 22:14:00.265327
26.9811320754717	2018-10-02 22:15:00.339845
27	2018-10-02 22:16:00.420781
26.9811320754717	2018-10-02 22:17:00.482878
26.9811320754717	2018-10-02 22:18:00.606393
26.980392156862745	2018-10-02 22:19:00.661742
26.98181818181818	2018-10-02 22:20:02.305688
26.9811320754717	2018-10-02 22:21:00.924646
26.9811320754717	2018-10-02 22:22:00.860650
26.92452830188679	2018-10-02 22:23:01.343262
26.923076923076923	2018-10-02 22:24:00.879526
26.962264150943398	2018-10-02 22:25:00.201266
27	2018-10-02 22:26:00.122359
27	2018-10-02 22:27:01.043184
27	2018-10-02 22:28:01.320622
27	2018-10-02 22:29:00.243091
27	2018-10-02 22:30:00.103505
27	2018-10-02 22:31:01.502497
27	2018-10-02 22:32:01.503768
27	2018-10-02 22:33:00.044397
27	2018-10-02 22:34:00.263580
27	2018-10-02 22:35:00.504754
27	2018-10-02 22:36:01.011116
27	2018-10-02 22:37:01.862414
27	2018-10-02 22:38:00.663325
27	2018-10-02 22:39:00.644758
27	2018-10-02 22:40:00.765004
27	2018-10-02 22:41:00.804899
27	2018-10-02 22:42:01.085206
27	2018-10-02 22:43:00.742697
27	2018-10-02 22:44:00.843390
27	2018-10-02 22:45:00.885060
27	2018-10-02 22:46:01.421865
27	2018-10-02 22:47:00.063667
27	2018-10-02 22:48:00.383874
27	2018-10-02 22:49:00.022523
27	2018-10-02 22:50:00.163425
27	2018-10-02 22:51:00.184101
27	2018-10-02 22:52:00.221448
27	2018-10-02 22:53:00.282928
27	2018-10-02 22:54:00.504191
27	2018-10-02 22:55:00.341544
27	2018-10-02 22:56:00.623350
27	2018-10-02 22:57:00.441286
27	2018-10-02 22:58:00.521918
27	2018-10-02 22:59:00.584601
27	2018-10-02 23:00:00.601075
27	2018-10-02 23:01:00.641696
27	2018-10-02 23:02:00.742457
27	2018-10-02 23:03:00.824054
27	2018-10-02 23:04:00.861611
27	2018-10-02 23:05:00.963767
27	2018-10-02 23:06:01.003832
27	2018-10-02 23:07:01.061485
27.01923076923077	2018-10-02 23:08:01.123051
27	2018-10-02 23:09:00.063698
27.0188679245283	2018-10-02 23:10:00.122225
27	2018-10-02 23:11:00.242012
27	2018-10-02 23:12:00.259404
27	2018-10-02 23:13:00.361105
27	2018-10-02 23:14:00.342485
27.0188679245283	2018-10-02 23:15:00.444363
27	2018-10-02 23:16:00.661466
27	2018-10-02 23:17:00.483612
27	2018-10-02 23:18:01.185334
27	2018-10-02 23:19:00.601284
27	2018-10-02 23:20:01.661494
27	2018-10-02 23:21:00.740679
27	2018-10-02 23:22:00.780051
27	2018-10-02 23:23:00.382524
27	2018-10-02 23:24:00.902296
27	2018-10-02 23:25:00.040342
27	2018-10-02 23:26:00.001641
27	2018-10-02 23:27:01.177693
27	2018-10-02 23:28:00.080921
27	2018-10-02 23:29:00.162475
27	2018-10-02 23:30:00.178951
27	2018-10-02 23:31:00.240662
27	2018-10-02 23:32:00.360695
27	2018-10-02 23:33:00.383672
27	2018-10-02 23:34:00.559607
27	2018-10-02 23:35:00.461964
27	2018-10-02 23:36:00.541494
27	2018-10-02 23:37:00.600184
27	2018-10-02 23:38:00.660495
27	2018-10-02 23:39:00.738463
27	2018-10-02 23:40:00.939346
27	2018-10-02 23:41:00.861350
27	2018-10-02 23:42:00.928653
27	2018-10-02 23:43:00.944775
27	2018-10-02 23:44:01.000994
27	2018-10-02 23:45:01.161916
27	2018-10-02 23:46:00.039355
27	2018-10-02 23:47:00.101125
27	2018-10-02 23:48:00.161537
27	2018-10-02 23:49:00.259135
27	2018-10-02 23:50:00.320007
27	2018-10-02 23:51:00.441507
27	2018-10-02 23:52:00.398836
27	2018-10-02 23:53:00.499576
27	2018-10-02 23:54:00.581472
27	2018-10-02 23:55:00.618737
27	2018-10-02 23:56:00.720380
27	2018-10-02 23:57:00.740740
27	2018-10-02 23:58:00.998087
27	2018-10-02 23:59:00.838910
27	2018-10-03 00:00:00.917558
27	2018-10-03 00:01:01.018139
27	2018-10-03 00:02:00.039640
27	2018-10-03 00:03:01.140380
27	2018-10-03 00:04:00.119131
27	2018-10-03 00:05:00.119603
27	2018-10-03 00:06:00.200169
27	2018-10-03 00:07:00.277837
27	2018-10-03 00:08:00.319370
27	2018-10-03 00:09:00.379900
27	2018-10-03 00:10:00.477696
27	2018-10-03 00:11:00.519139
27	2018-10-03 00:12:00.600749
27	2018-10-03 00:13:00.657293
27	2018-10-03 00:14:00.759891
27	2018-10-03 00:15:00.795433
27	2018-10-03 00:16:00.132105
27	2018-10-03 00:17:00.953803
27	2018-10-03 00:18:01.010495
27	2018-10-03 00:19:00.151346
27	2018-10-03 00:20:00.034876
27	2018-10-03 00:21:00.174570
27	2018-10-03 00:22:00.151816
27	2018-10-03 00:23:00.253580
27	2018-10-03 00:24:00.332326
27	2018-10-03 00:25:00.455707
27	2018-10-03 00:26:00.353953
27	2018-10-03 00:27:00.474779
27	2018-10-03 00:28:00.535580
27	2018-10-03 00:29:00.593040
27	2018-10-03 00:30:00.594344
27	2018-10-03 00:31:00.672175
27	2018-10-03 00:32:00.733388
27	2018-10-03 00:33:00.774094
27	2018-10-03 00:34:01.031296
27	2018-10-03 00:35:00.053184
27	2018-10-03 00:36:00.976009
27	2018-10-03 00:37:01.011459
27	2018-10-03 00:38:01.094242
27	2018-10-03 00:39:01.149809
27	2018-10-03 00:40:00.051319
27	2018-10-03 00:41:00.133917
27	2018-10-03 00:42:00.374103
27	2018-10-03 00:43:00.450871
27	2018-10-03 00:44:00.293711
27	2018-10-03 00:45:00.312092
27	2018-10-03 00:46:00.410934
27	2018-10-03 00:47:00.452996
27	2018-10-03 00:48:00.513053
27	2018-10-03 00:49:00.591724
27	2018-10-03 00:50:00.589704
27	2018-10-03 00:51:00.653892
27	2018-10-03 00:52:00.731360
27	2018-10-03 00:53:00.772793
27	2018-10-03 00:54:02.432867
27	2018-10-03 00:55:00.913169
27	2018-10-03 00:56:00.973623
27	2018-10-03 00:57:01.032315
27	2018-10-03 00:58:01.090890
27	2018-10-03 00:59:00.032568
27	2018-10-03 01:00:00.113181
27	2018-10-03 01:01:00.190685
27	2018-10-03 01:02:00.291522
27	2018-10-03 01:03:00.472345
27	2018-10-03 01:04:00.350639
27	2018-10-03 01:05:00.411204
27	2018-10-03 01:06:00.492754
27	2018-10-03 01:07:00.551302
27	2018-10-03 01:08:00.593883
27	2018-10-03 01:09:00.673748
27	2018-10-03 01:10:00.711069
27	2018-10-03 01:11:00.771765
27	2018-10-03 01:12:00.892631
27	2018-10-03 01:13:00.909935
27	2018-10-03 01:14:00.970732
27	2018-10-03 01:15:01.073432
27	2018-10-03 01:16:00.072087
27	2018-10-03 01:17:00.032536
27	2018-10-03 01:18:00.148591
27	2018-10-03 01:19:00.149676
27	2018-10-03 01:20:00.235324
27	2018-10-03 01:21:00.375059
27	2018-10-03 01:22:00.370602
27	2018-10-03 01:23:00.412060
27	2018-10-03 01:24:00.472648
27	2018-10-03 01:25:00.652728
27	2018-10-03 01:26:00.592310
27	2018-10-03 01:27:00.673443
27	2018-10-03 01:28:00.708900
27	2018-10-03 01:29:00.772585
27	2018-10-03 01:30:01.011701
27	2018-10-03 01:31:00.909821
27	2018-10-03 01:32:00.971738
27	2018-10-03 01:33:01.053198
27	2018-10-03 01:34:01.149886
27	2018-10-03 01:35:00.651047
27	2018-10-03 01:36:00.134083
27	2018-10-03 01:37:04.506750
27	2018-10-03 01:38:00.189866
27	2018-10-03 01:39:00.275715
27	2018-10-03 01:40:00.311361
27	2018-10-03 01:41:00.390810
27	2018-10-03 01:42:00.492559
27	2018-10-03 01:43:00.572315
27	2018-10-03 01:44:00.631684
27	2018-10-03 01:45:00.713104
27	2018-10-03 01:46:00.770211
27	2018-10-03 01:47:00.811741
27	2018-10-03 01:48:00.893442
27	2018-10-03 01:49:01.149496
27	2018-10-03 01:50:00.051120
27	2018-10-03 01:51:01.094386
27	2018-10-03 01:52:00.030001
27	2018-10-03 01:53:00.131849
27	2018-10-03 01:54:00.172235
27	2018-10-03 01:55:00.229904
27	2018-10-03 01:56:00.311508
27	2018-10-03 01:57:00.635886
27	2018-10-03 01:58:00.429708
27	2018-10-03 01:59:00.511384
27	2018-10-03 02:00:00.633294
27	2018-10-03 02:01:00.671759
27	2018-10-03 02:02:00.711293
27	2018-10-03 02:03:00.833162
27	2018-10-03 02:04:00.944678
27	2018-10-03 02:05:00.971350
27	2018-10-03 02:06:01.052875
27	2018-10-03 02:07:01.111706
27	2018-10-03 02:08:00.870374
27	2018-10-03 02:09:00.136075
27	2018-10-03 02:10:00.172463
27	2018-10-03 02:11:00.252029
27	2018-10-03 02:12:00.333747
27	2018-10-03 02:13:00.372373
27	2018-10-03 02:14:00.431118
27	2018-10-03 02:15:01.113332
27	2018-10-03 02:16:00.575706
27	2018-10-03 02:17:00.792723
27	2018-10-03 02:18:00.252792
27	2018-10-03 02:19:00.010342
27	2018-10-03 02:20:00.853136
27	2018-10-03 02:21:00.973778
27	2018-10-03 02:22:01.071684
27	2018-10-03 02:23:01.131196
27	2018-10-03 02:24:00.112962
27	2018-10-03 02:25:00.170609
27	2018-10-03 02:26:00.352544
27	2018-10-03 02:27:00.294873
27	2018-10-03 02:28:00.774649
27	2018-10-03 02:29:00.511779
27	2018-10-03 02:30:00.574967
27	2018-10-03 02:31:00.012210
27	2018-10-03 02:32:00.710880
27	2018-10-03 02:33:00.754524
27	2018-10-03 02:34:00.832227
27	2018-10-03 02:35:00.892637
27	2018-10-03 02:36:01.094208
27	2018-10-03 02:37:01.031447
27	2018-10-03 02:38:01.153275
27	2018-10-03 02:39:00.095035
27	2018-10-03 02:40:00.331224
27	2018-10-03 02:41:00.192150
27	2018-10-03 02:42:00.253927
27	2018-10-03 02:43:00.336651
27	2018-10-03 02:44:00.433188
27	2018-10-03 02:45:00.515849
27	2018-10-03 02:46:00.512466
27	2018-10-03 02:47:00.653124
27	2018-10-03 02:48:00.657746
27	2018-10-03 02:49:00.730714
27	2018-10-03 02:50:00.772993
27	2018-10-03 02:51:00.874732
27	2018-10-03 02:52:00.951323
27	2018-10-03 02:53:00.993164
27	2018-10-03 02:54:01.134759
27	2018-10-03 02:55:01.174372
27	2018-10-03 02:56:00.073785
27	2018-10-03 02:57:00.218793
27	2018-10-03 02:58:00.237238
27	2018-10-03 02:59:00.273645
27	2018-10-03 03:00:00.913877
27	2018-10-03 03:01:00.456128
27	2018-10-03 03:02:00.552905
27	2018-10-03 03:03:00.635694
27	2018-10-03 03:04:00.711337
27	2018-10-03 03:05:00.795753
27	2018-10-03 03:06:01.114182
27	2018-10-03 03:07:00.871870
27	2018-10-03 03:08:00.953694
27	2018-10-03 03:09:01.011717
27	2018-10-03 03:10:01.071862
27	2018-10-03 03:11:00.030378
27	2018-10-03 03:12:00.034136
27	2018-10-03 03:13:00.093099
27	2018-10-03 03:14:00.198440
27	2018-10-03 03:15:00.254857
27	2018-10-03 03:16:00.352681
27	2018-10-03 03:17:00.393474
27	2018-10-03 03:18:00.475205
27	2018-10-03 03:19:01.697055
27	2018-10-03 03:20:00.577154
27	2018-10-03 03:21:00.774116
27	2018-10-03 03:22:00.751692
27	2018-10-03 03:23:00.814243
27	2018-10-03 03:24:00.855195
27	2018-10-03 03:25:00.934488
27	2018-10-03 03:26:01.013118
27	2018-10-03 03:27:01.095714
27	2018-10-03 03:28:01.134374
27	2018-10-03 03:29:00.033836
27	2018-10-03 03:30:00.115638
27	2018-10-03 03:31:00.214231
27	2018-10-03 03:32:00.294945
27	2018-10-03 03:33:00.615343
27	2018-10-03 03:34:00.445649
27	2018-10-03 03:35:00.533991
27	2018-10-03 03:36:00.534669
27	2018-10-03 03:37:00.572017
27	2018-10-03 03:38:01.053717
27	2018-10-03 03:39:00.716285
27	2018-10-03 03:40:00.803830
27	2018-10-03 03:41:01.813988
27	2018-10-03 03:42:00.435051
27	2018-10-03 03:43:00.974556
27	2018-10-03 03:44:01.054277
27	2018-10-03 03:45:00.035181
27	2018-10-03 03:46:00.437408
27	2018-10-03 03:47:00.202758
27	2018-10-03 03:48:00.257093
27	2018-10-03 03:49:00.332656
27	2018-10-03 03:50:00.415696
27	2018-10-03 03:51:00.524736
27	2018-10-03 03:52:00.553573
27	2018-10-03 03:53:00.595127
27	2018-10-03 03:54:00.696839
27	2018-10-03 03:55:00.778245
27	2018-10-03 03:56:01.094775
27	2018-10-03 03:57:00.915706
27	2018-10-03 03:58:01.014693
27	2018-10-03 03:59:01.095202
27	2018-10-03 04:00:00.175181
27	2018-10-03 04:01:00.116519
27	2018-10-03 04:02:00.294503
27	2018-10-03 04:03:00.237006
27	2018-10-03 04:04:00.338426
27	2018-10-03 04:05:00.376084
27	2018-10-03 04:06:00.475816
27	2018-10-03 04:07:00.533075
27	2018-10-03 04:08:00.649650
27	2018-10-03 04:09:01.035478
27	2018-10-03 04:10:00.721849
27	2018-10-03 04:11:00.795559
27	2018-10-03 04:12:00.837615
27	2018-10-03 04:13:00.936824
27	2018-10-03 04:14:00.974351
27	2018-10-03 04:15:01.056274
27	2018-10-03 04:16:00.015759
27	2018-10-03 04:17:00.174614
27	2018-10-03 04:18:00.155771
27	2018-10-03 04:19:00.197235
27	2018-10-03 04:20:00.254440
27	2018-10-03 04:21:00.335912
27	2018-10-03 04:22:00.420210
27	2018-10-03 04:23:00.473883
27	2018-10-03 04:24:00.536813
27	2018-10-03 04:25:00.762674
27	2018-10-03 04:26:00.057234
27	2018-10-03 04:27:00.697342
27	2018-10-03 04:28:00.777122
27	2018-10-03 04:29:00.874933
27	2018-10-03 04:30:01.036722
27	2018-10-03 04:31:01.059058
27	2018-10-03 04:32:01.055482
27	2018-10-03 04:33:00.016276
27	2018-10-03 04:34:00.076787
27	2018-10-03 04:35:00.154442
27	2018-10-03 04:36:00.236002
27	2018-10-03 04:37:00.318730
27	2018-10-03 04:38:00.395285
27	2018-10-03 04:39:00.457963
27	2018-10-03 04:40:00.548888
27	2018-10-03 04:41:00.594118
27	2018-10-03 04:42:00.676236
27	2018-10-03 04:43:00.736426
27	2018-10-03 04:44:00.816470
27	2018-10-03 04:45:00.995871
27	2018-10-03 04:46:01.014433
27	2018-10-03 04:47:01.074898
27	2018-10-03 04:48:00.017656
27	2018-10-03 04:49:00.094446
27	2018-10-03 04:50:00.175840
27	2018-10-03 04:51:00.295520
27	2018-10-03 04:52:00.359371
27	2018-10-03 04:53:00.434808
27	2018-10-03 04:54:00.516402
27	2018-10-03 04:55:00.617052
27	2018-10-03 04:56:00.697719
27	2018-10-03 04:57:00.716315
27	2018-10-03 04:58:00.877093
27	2018-10-03 04:59:00.874558
27	2018-10-03 05:00:00.935962
27	2018-10-03 05:01:01.056685
27	2018-10-03 05:02:01.214609
27	2018-10-03 05:03:00.295653
27	2018-10-03 05:04:00.137561
27	2018-10-03 05:05:00.217341
27	2018-10-03 05:06:00.256067
27	2018-10-03 05:07:00.317468
27	2018-10-03 05:08:00.675730
27	2018-10-03 05:09:00.535793
27	2018-10-03 05:10:00.599333
27	2018-10-03 05:11:00.654873
27	2018-10-03 05:12:00.855741
27	2018-10-03 05:13:00.817195
27	2018-10-03 05:14:00.915762
27	2018-10-03 05:15:00.955347
27	2018-10-03 05:16:01.431748
27	2018-10-03 05:17:00.015900
27	2018-10-03 05:18:00.116317
27	2018-10-03 05:19:00.158798
27	2018-10-03 05:20:00.216353
27	2018-10-03 05:21:00.336134
27	2018-10-03 05:22:00.393665
27	2018-10-03 05:23:00.476263
27	2018-10-03 05:24:00.535858
27	2018-10-03 05:25:00.638502
27	2018-10-03 05:26:00.790324
27	2018-10-03 05:27:00.797729
