round(Avg(Temp))	ChangeDate
36	2018-10-02 17:05:01.982032
36	2018-10-02 17:06:01.365101
36	2018-10-02 17:07:00.811356
36	2018-10-02 17:08:00.293022
36	2018-10-02 17:09:01.527247
36	2018-10-02 17:10:01.001690
36	2018-10-02 17:11:00.475559
36	2018-10-02 17:12:01.687418
36	2018-10-02 17:13:01.192848
36	2018-10-02 17:14:00.662473
36	2018-10-02 17:15:00.178197
36	2018-10-02 17:16:01.397742
36	2018-10-02 17:17:00.912549
36	2018-10-02 17:18:06.569644
36	2018-10-02 17:19:00.015126
36	2018-10-02 17:20:01.264782
36	2018-10-02 17:21:00.768478
36	2018-10-02 17:22:00.215669
36	2018-10-02 17:23:01.468394
36	2018-10-02 17:24:00.943585
36	2018-10-02 17:25:00.476735
36	2018-10-02 17:26:01.660938
36	2018-10-02 17:27:01.170730
36	2018-10-02 17:28:00.651963
36	2018-10-02 17:29:00.163381
36	2018-10-02 17:30:01.367583
36	2018-10-02 17:31:00.960134
36	2018-10-02 17:32:00.384149
36	2018-10-02 17:33:01.640574
36	2018-10-02 17:34:00.271653
36	2018-10-02 17:35:03.367606
36	2018-10-02 17:36:20.285167
36	2018-10-02 17:37:00.529291
36	2018-10-02 17:38:00.024250
36	2018-10-02 17:39:01.306063
36	2018-10-02 17:40:00.773351
36	2018-10-02 17:41:00.285473
36	2018-10-02 17:42:01.478515
36	2018-10-02 17:43:01.060705
36	2018-10-02 17:44:01.014855
36	2018-10-02 17:45:00.502656
36	2018-10-02 17:46:01.776722
36	2018-10-02 17:47:01.286770
36	2018-10-02 17:48:00.787696
36	2018-10-02 17:49:00.245167
36	2018-10-02 17:50:01.452710
36	2018-10-02 17:51:00.998519
36	2018-10-02 17:52:00.428810
36	2018-10-02 17:53:01.656688
36	2018-10-02 17:54:01.136747
36	2018-10-02 17:55:06.583467
36	2018-10-02 17:56:01.392098
36	2018-10-02 17:57:00.910652
36	2018-10-02 17:58:00.396849
36	2018-10-02 17:59:04.027208
36	2018-10-02 18:00:01.105291
36	2018-10-02 18:01:00.629556
36	2018-10-02 18:02:00.051274
36	2018-10-02 18:03:01.338954
36	2018-10-02 18:04:00.822548
36	2018-10-02 18:05:01.279758
36	2018-10-02 18:06:03.025842
36	2018-10-02 18:07:00.233681
36	2018-10-02 18:08:01.476748
35	2018-10-02 18:09:01.328387
35	2018-10-02 18:10:00.800051
35	2018-10-02 18:11:00.299702
35	2018-10-02 18:12:01.539378
35	2018-10-02 18:13:01.002804
35	2018-10-02 18:14:00.502351
35	2018-10-02 18:15:01.761772
35	2018-10-02 18:16:01.239748
35	2018-10-02 18:17:00.676476
35	2018-10-02 18:18:05.281084
35	2018-10-02 18:19:01.278399
35	2018-10-02 18:20:01.371015
35	2018-10-02 18:21:00.817672
35	2018-10-02 18:22:00.328738
35	2018-10-02 18:23:00.025993
35	2018-10-02 18:24:01.049632
35	2018-10-02 18:25:01.079127
