PHId	PMacid	PName	Abrivation	Current	Voltage	Power	ChangeBy	ChangeDate	PId	UnitId
170937	3C71BF106130	NULL	NULL	56.3	246	193.36	jts_admin	2018-11-29 03:12:00.000000	9	740
170939	3C71BF106130	NULL	NULL	55.4	246	198.96	jts_admin	2018-11-29 03:13:00.000000	9	740
170941	3C71BF106130	NULL	NULL	55.6	246	224.05	jts_admin	2018-11-29 03:14:00.000000	9	740
170942	3C71BF106130	NULL	NULL	55.6	246	221.44	jts_admin	2018-11-29 03:15:00.000000	9	740
170945	3C71BF106130	NULL	NULL	54.9	246	453.8	jts_admin	2018-11-29 03:16:00.000000	9	740
170948	3C71BF106130	NULL	NULL	56.8	247	211.58	jts_admin	2018-11-29 03:17:00.000000	9	740
170952	3C71BF106130	NULL	NULL	54.6	247	195.41	jts_admin	2018-11-29 03:18:00.000000	9	740
170956	3C71BF106130	NULL	NULL	55.4	250	248.64	jts_admin	2018-11-29 03:19:00.000000	9	740
170960	3C71BF106130	NULL	NULL	54.5	246	480.99	jts_admin	2018-11-29 03:20:00.000000	9	740
170977	3C71BF106130	NULL	NULL	56.4	247	1349.27	jts_admin	2018-11-29 03:26:00.000000	9	740
170980	3C71BF106130	NULL	NULL	55.4	246	202.34	jts_admin	2018-11-29 03:27:00.000000	9	740
170984	3C71BF106130	NULL	NULL	55.2	246	226.2	jts_admin	2018-11-29 03:28:00.000000	9	740
170988	3C71BF106130	NULL	NULL	56.1	248	197.49	jts_admin	2018-11-29 03:29:00.000000	9	740
170992	3C71BF106130	NULL	NULL	43	245	213.57	jts_admin	2018-11-29 03:30:00.000000	9	740
170996	3C71BF106130	NULL	NULL	56.1	247	202.76	jts_admin	2018-11-29 03:31:00.000000	9	740
171000	3C71BF106130	NULL	NULL	56.8	247	201.6	jts_admin	2018-11-29 03:32:00.000000	9	740
171004	3C71BF106130	NULL	NULL	55.9	246	452.89	jts_admin	2018-11-29 03:33:00.000000	9	740
171011	3C71BF106130	NULL	NULL	54.7	246	430.81	jts_admin	2018-11-29 03:35:00.000000	9	740
171015	3C71BF106130	NULL	NULL	55.5	247	210.35	jts_admin	2018-11-29 03:36:00.000000	9	740
171018	3C71BF106130	NULL	NULL	55.2	248	196.04	jts_admin	2018-11-29 03:37:00.000000	9	740
171021	3C71BF106130	NULL	NULL	55.9	247	207.34	jts_admin	2018-11-29 03:38:00.000000	9	740
171024	3C71BF106130	NULL	NULL	54.4	247	453.75	jts_admin	2018-11-29 03:39:00.000000	9	740
171028	3C71BF106130	NULL	NULL	55.3	247	678	jts_admin	2018-11-29 03:40:00.000000	9	740
171053	3C71BF106130	NULL	NULL	54.8	245	2514.89	jts_admin	2018-11-29 03:48:00.000000	9	740
171058	3C71BF106130	NULL	NULL	55.7	247	439.59	jts_admin	2018-11-29 03:50:00.000000	9	740
171061	3C71BF106130	NULL	NULL	55.4	247	242.4	jts_admin	2018-11-29 03:51:00.000000	9	740
171068	3C71BF106130	NULL	NULL	55.2	246	444.39	jts_admin	2018-11-29 03:53:00.000000	9	740
171072	3C71BF106130	NULL	NULL	55.3	242	232.59	jts_admin	2018-11-29 03:54:00.000000	9	740
171076	3C71BF106130	NULL	NULL	56.7	247	200.62	jts_admin	2018-11-29 03:55:00.000000	9	740
171080	3C71BF106130	NULL	NULL	55.9	247	246.68	jts_admin	2018-11-29 03:56:00.000000	9	740
171084	3C71BF106130	NULL	NULL	55.4	247	466.3	jts_admin	2018-11-29 03:57:00.000000	9	740
171090	3C71BF106130	NULL	NULL	55.7	247	675.71	jts_admin	2018-11-29 04:00:00.000000	9	740
171093	3C71BF106130	NULL	NULL	56.1	246	212.29	jts_admin	2018-11-29 04:01:00.000000	9	740
171096	3C71BF106130	NULL	NULL	55.7	246	203.88	jts_admin	2018-11-29 04:02:00.000000	9	740
171099	3C71BF106130	NULL	NULL	56.1	245	231.55	jts_admin	2018-11-29 04:03:00.000000	9	740
171102	3C71BF106130	NULL	NULL	56.8	246	455.81	jts_admin	2018-11-29 04:04:00.000000	9	740
171105	3C71BF106130	NULL	NULL	54.4	248	694.69	jts_admin	2018-11-29 04:05:00.000000	9	740
171108	3C71BF106130	NULL	NULL	54.7	246	912.81	jts_admin	2018-11-29 04:06:00.000000	9	740
171112	3C71BF106130	NULL	NULL	54.4	245	1159.51	jts_admin	2018-11-29 04:07:00.000000	9	740
171116	3C71BF106130	NULL	NULL	54.8	245	1380.83	jts_admin	2018-11-29 04:08:00.000000	9	740
171120	3C71BF106130	NULL	NULL	55.3	246	1621.73	jts_admin	2018-11-29 04:09:00.000000	9	740
171136	3C71BF106130	NULL	NULL	55.5	245	2999.56	jts_admin	2018-11-29 04:15:00.000000	9	740
171140	3C71BF106130	NULL	NULL	55.4	246	205.31	jts_admin	2018-11-29 04:16:00.000000	9	740
171143	3C71BF106130	NULL	NULL	54.9	252	220.18	jts_admin	2018-11-29 04:17:00.000000	9	740
171150	3C71BF106130	NULL	NULL	56.3	246	663.29	jts_admin	2018-11-29 04:19:00.000000	9	740
171154	3C71BF106130	NULL	NULL	55.2	246	219.11	jts_admin	2018-11-29 04:20:00.000000	9	740
171158	3C71BF106130	NULL	NULL	55.5	245	202.53	jts_admin	2018-11-29 04:21:00.000000	9	740
171162	3C71BF106130	NULL	NULL	53.9	255	205.17	jts_admin	2018-11-29 04:22:00.000000	9	740
171173	3C71BF106130	NULL	NULL	54.6	245	904.27	jts_admin	2018-11-29 04:26:00.000000	9	740
171176	3C71BF106130	NULL	NULL	55.7	245	1156.43	jts_admin	2018-11-29 04:27:00.000000	9	740
171179	3C71BF106130	NULL	NULL	55.1	247	1381.01	jts_admin	2018-11-29 04:28:00.000000	9	740
171183	3C71BF106130	NULL	NULL	56.2	246	1603.8	jts_admin	2018-11-29 04:29:00.000000	9	740
171189	3C71BF106130	NULL	NULL	55.5	245	2070.1	jts_admin	2018-11-29 04:31:00.000000	9	740
171193	3C71BF106130	NULL	NULL	57.1	245	2285.38	jts_admin	2018-11-29 04:32:00.000000	9	740
171197	3C71BF106130	NULL	NULL	54.5	245	2505.48	jts_admin	2018-11-29 04:33:00.000000	9	740
171201	3C71BF106130	NULL	NULL	55	242	202.07	jts_admin	2018-11-29 04:34:00.000000	9	740
171212	3C71BF106130	NULL	NULL	54.1	246	903.32	jts_admin	2018-11-29 04:38:00.000000	9	740
171214	3C71BF106130	NULL	NULL	55	246	212.15	jts_admin	2018-11-29 04:39:00.000000	9	740
171216	3C71BF106130	NULL	NULL	56.5	246	460.65	jts_admin	2018-11-29 04:40:00.000000	9	740
171218	3C71BF106130	NULL	NULL	56	245	685.17	jts_admin	2018-11-29 04:41:00.000000	9	740
171221	3C71BF106130	NULL	NULL	56.2	245	229.24	jts_admin	2018-11-29 04:42:00.000000	9	740
171224	3C71BF106130	NULL	NULL	56.9	245	229.48	jts_admin	2018-11-29 04:43:00.000000	9	740
171226	3C71BF106130	NULL	NULL	55	245	204.56	jts_admin	2018-11-29 04:44:00.000000	9	740
171228	3C71BF106130	NULL	NULL	54.6	245	449.6	jts_admin	2018-11-29 04:45:00.000000	9	740
171234	3C71BF106130	NULL	NULL	56.5	245	1578.65	jts_admin	2018-11-29 04:50:00.000000	9	740
171237	3C71BF106130	NULL	NULL	55.8	246	242.15	jts_admin	2018-11-29 04:51:00.000000	9	740
171240	3C71BF106130	NULL	NULL	56	243	219.9	jts_admin	2018-11-29 04:52:00.000000	9	740
171243	3C71BF106130	NULL	NULL	55.2	245	213.42	jts_admin	2018-11-29 04:53:00.000000	9	740
171246	3C71BF106130	NULL	NULL	54.4	247	224.56	jts_admin	2018-11-29 04:54:00.000000	9	740
171249	3C71BF106130	NULL	NULL	55.9	245	226.22	jts_admin	2018-11-29 04:55:00.000000	9	740
171252	3C71BF106130	NULL	NULL	53.1	244	226.48	jts_admin	2018-11-29 04:56:00.000000	9	740
171259	3C71BF106130	NULL	NULL	55.3	245	673.21	jts_admin	2018-11-29 04:58:00.000000	9	740
171282	3C71BF106130	NULL	NULL	55.3	244	2514.34	jts_admin	2018-11-29 05:06:00.000000	9	740
171286	3C71BF106130	NULL	NULL	55.2	244	206.4	jts_admin	2018-11-29 05:07:00.000000	9	740
171290	3C71BF106130	NULL	NULL	56.6	244	245.22	jts_admin	2018-11-29 05:08:00.000000	9	740
171294	3C71BF106130	NULL	NULL	54.9	244	201.96	jts_admin	2018-11-29 05:09:00.000000	9	740
171298	3C71BF106130	NULL	NULL	54.4	244	446.16	jts_admin	2018-11-29 05:10:00.000000	9	740
171302	3C71BF106130	NULL	NULL	55	243	218.82	jts_admin	2018-11-29 05:11:00.000000	9	740
171316	3C71BF106130	NULL	NULL	56.1	247	1325.23	jts_admin	2018-11-29 05:16:00.000000	9	740
171319	3C71BF106130	NULL	NULL	55.7	244	230.04	jts_admin	2018-11-29 05:17:00.000000	9	740
171323	3C71BF106130	NULL	NULL	55.6	243	200.27	jts_admin	2018-11-29 05:18:00.000000	9	740
171327	3C71BF106130	NULL	NULL	54.4	244	440.05	jts_admin	2018-11-29 05:19:00.000000	9	740
171335	3C71BF106130	NULL	NULL	55.5	243	1106.45	jts_admin	2018-11-29 05:22:00.000000	9	740
171348	3C71BF106130	NULL	NULL	55.1	243	2219.32	jts_admin	2018-11-29 05:27:00.000000	9	740
171351	3C71BF106130	NULL	NULL	55.3	243	230.48	jts_admin	2018-11-29 05:28:00.000000	9	740
171355	3C71BF106130	NULL	NULL	55.1	243	216	jts_admin	2018-11-29 05:29:00.000000	9	740
171359	3C71BF106130	NULL	NULL	55.7	240	201.93	jts_admin	2018-11-29 05:30:00.000000	9	740
171363	3C71BF106130	NULL	NULL	54.3	243	229.33	jts_admin	2018-11-29 05:31:00.000000	9	740
171367	3C71BF106130	NULL	NULL	55	243	433.46	jts_admin	2018-11-29 05:32:00.000000	9	740
171370	3C71BF106130	NULL	NULL	55.1	242	217.18	jts_admin	2018-11-29 05:33:00.000000	9	740
171376	3C71BF106130	NULL	NULL	54	242	645.95	jts_admin	2018-11-29 05:35:00.000000	9	740
171388	3C71BF106130	NULL	NULL	54.3	242	889.29	jts_admin	2018-11-29 05:39:00.000000	9	740
171390	3C71BF106130	NULL	NULL	55.8	241	1103.98	jts_admin	2018-11-29 05:40:00.000000	9	740
171392	3C71BF106130	NULL	NULL	54.8	241	179.64	jts_admin	2018-11-29 05:41:00.000000	9	740
171395	3C71BF106130	NULL	NULL	55.2	241	437.75	jts_admin	2018-11-29 05:42:00.000000	9	740
171397	3C71BF106130	NULL	NULL	55.6	242	206.19	jts_admin	2018-11-29 05:43:00.000000	9	740
171402	3C71BF106130	NULL	NULL	55.4	241	644.49	jts_admin	2018-11-29 05:45:00.000000	9	740
171416	3C71BF106130	NULL	NULL	55.4	241	1981.93	jts_admin	2018-11-29 05:51:00.000000	9	740
171418	3C71BF106130	NULL	NULL	54.9	241	215.12	jts_admin	2018-11-29 05:52:00.000000	9	740
171422	3C71BF106130	NULL	NULL	55.3	243	212.56	jts_admin	2018-11-29 05:53:00.000000	9	740
171426	3C71BF106130	NULL	NULL	55	241	210.67	jts_admin	2018-11-29 05:54:00.000000	9	740
171440	3C71BF106130	NULL	NULL	55.3	245	1113.32	jts_admin	2018-11-29 05:59:00.000000	9	740
171452	3C71BF106130	NULL	NULL	54.3	241	1985.46	jts_admin	2018-11-29 06:03:00.000000	9	740
171455	3C71BF106130	NULL	NULL	54.7	241	228.15	jts_admin	2018-11-29 06:04:00.000000	9	740
171459	3C71BF106130	NULL	NULL	54.9	241	445.76	jts_admin	2018-11-29 06:05:00.000000	9	740
171466	3C71BF106130	NULL	NULL	54.8	240	436.98	jts_admin	2018-11-29 06:07:00.000000	9	740
171470	3C71BF106130	NULL	NULL	54.6	241	216.24	jts_admin	2018-11-29 06:08:00.000000	9	740
171474	3C71BF106130	NULL	NULL	53.9	240	207.02	jts_admin	2018-11-29 06:09:00.000000	9	740
171477	3C71BF106130	NULL	NULL	54.8	240	423.12	jts_admin	2018-11-29 06:10:00.000000	9	740
171481	3C71BF106130	NULL	NULL	53.6	240	648.57	jts_admin	2018-11-29 06:11:00.000000	9	740
171484	3C71BF106130	NULL	NULL	54.7	240	884.41	jts_admin	2018-11-29 06:12:00.000000	9	740
171489	3C71BF106130	NULL	NULL	54.9	239	1726.17	jts_admin	2018-11-29 06:16:00.000000	9	740
171491	3C71BF106130	NULL	NULL	56.1	239	1963.13	jts_admin	2018-11-29 06:17:00.000000	9	740
171493	3C71BF106130	NULL	NULL	54.6	239	2182.94	jts_admin	2018-11-29 06:18:00.000000	9	740
171495	3C71BF106130	NULL	NULL	53.9	239	2402.7	jts_admin	2018-11-29 06:19:00.000000	9	740
171496	3C71BF106130	NULL	NULL	54.3	239	2622.15	jts_admin	2018-11-29 06:20:00.000000	9	740
171498	3C71BF106130	NULL	NULL	55.5	239	221.35	jts_admin	2018-11-29 06:21:00.000000	9	740
171500	3C71BF106130	NULL	NULL	53.9	239	212.11	jts_admin	2018-11-29 06:22:00.000000	9	740
171503	3C71BF106130	NULL	NULL	54.3	234	217.19	jts_admin	2018-11-29 06:23:00.000000	9	740
171505	3C71BF106130	NULL	NULL	55.5	238	203.83	jts_admin	2018-11-29 06:24:00.000000	9	740
171517	3C71BF106130	NULL	NULL	54.5	238	1069.1	jts_admin	2018-11-29 06:28:00.000000	9	740
171520	3C71BF106130	NULL	NULL	55.2	238	214.88	jts_admin	2018-11-29 06:29:00.000000	9	740
171523	3C71BF106130	NULL	NULL	54.5	238	194.78	jts_admin	2018-11-29 06:30:00.000000	9	740
171526	3C71BF106130	NULL	NULL	54.4	238	190.04	jts_admin	2018-11-29 06:31:00.000000	9	740
171528	3C71BF106130	NULL	NULL	53.5	238	226.75	jts_admin	2018-11-29 06:32:00.000000	9	740
171531	3C71BF106130	NULL	NULL	55.3	238	221.46	jts_admin	2018-11-29 06:33:00.000000	9	740
171534	3C71BF106130	NULL	NULL	54.6	238	410.9	jts_admin	2018-11-29 06:34:00.000000	9	740
171537	3C71BF106130	NULL	NULL	54.8	238	655.38	jts_admin	2018-11-29 06:35:00.000000	9	740
171541	3C71BF106130	NULL	NULL	54.4	237	849.25	jts_admin	2018-11-29 06:36:00.000000	9	740
171551	3C71BF106130	NULL	NULL	54.6	237	1703.58	jts_admin	2018-11-29 06:40:00.000000	9	740
171555	3C71BF106130	NULL	NULL	54.2	236	200.66	jts_admin	2018-11-29 06:41:00.000000	9	740
171559	3C71BF106130	NULL	NULL	53.7	237	213.51	jts_admin	2018-11-29 06:42:00.000000	9	740
171563	3C71BF106130	NULL	NULL	53.4	236	197.12	jts_admin	2018-11-29 06:43:00.000000	9	740
171588	3C71BF106130	NULL	NULL	54.5	236	2120.09	jts_admin	2018-11-29 06:52:00.000000	9	740
171591	3C71BF106130	NULL	NULL	54.2	236	184.49	jts_admin	2018-11-29 06:53:00.000000	9	740
171595	3C71BF106130	NULL	NULL	53.9	236	226.91	jts_admin	2018-11-29 06:54:00.000000	9	740
171599	3C71BF106130	NULL	NULL	54.2	236	429	jts_admin	2018-11-29 06:55:00.000000	9	740
171603	3C71BF106130	NULL	NULL	54.4	236	214.52	jts_admin	2018-11-29 06:56:00.000000	9	740
171607	3C71BF106130	NULL	NULL	53.8	236	442.48	jts_admin	2018-11-29 06:57:00.000000	9	740
171611	3C71BF106130	NULL	NULL	52.8	236	218.57	jts_admin	2018-11-29 06:58:00.000000	9	740
171615	3C71BF106130	NULL	NULL	54.2	235	210.1	jts_admin	2018-11-29 06:59:00.000000	9	740
171636	3C71BF106130	NULL	NULL	53.4	236	1494.98	jts_admin	2018-11-29 07:06:00.000000	9	740
171640	3C71BF106130	NULL	NULL	54.2	236	1689.8	jts_admin	2018-11-29 07:07:00.000000	9	740
171644	3C71BF106130	NULL	NULL	53.8	236	189.42	jts_admin	2018-11-29 07:08:00.000000	9	740
171648	3C71BF106130	NULL	NULL	54.2	234	395.57	jts_admin	2018-11-29 07:09:00.000000	9	740
171652	3C71BF106130	NULL	NULL	54.1	236	615.97	jts_admin	2018-11-29 07:10:00.000000	9	740
171656	3C71BF106130	NULL	NULL	54.1	235	205.47	jts_admin	2018-11-29 07:11:00.000000	9	740
171660	3C71BF106130	NULL	NULL	53.6	235	231.51	jts_admin	2018-11-29 07:12:00.000000	9	740
171662	3C71BF106130	NULL	NULL	53.6	235	426.58	jts_admin	2018-11-29 07:13:00.000000	9	740
171671	3C71BF106130	NULL	NULL	54.2	235	1274.1	jts_admin	2018-11-29 07:17:00.000000	9	740
171674	3C71BF106130	NULL	NULL	53.8	235	1485.03	jts_admin	2018-11-29 07:18:00.000000	9	740
171677	3C71BF106130	NULL	NULL	53.6	235	193.87	jts_admin	2018-11-29 07:19:00.000000	9	740
171680	3C71BF106130	NULL	NULL	53.3	235	211.36	jts_admin	2018-11-29 07:20:00.000000	9	740
171683	3C71BF106130	NULL	NULL	53.8	235	199.16	jts_admin	2018-11-29 07:21:00.000000	9	740
171686	3C71BF106130	NULL	NULL	53.8	232	181.21	jts_admin	2018-11-29 07:22:00.000000	9	740
171688	3C71BF106130	NULL	NULL	54.4	233	197.06	jts_admin	2018-11-29 07:23:00.000000	9	740
171692	3C71BF106130	NULL	NULL	53.6	239	211.22	jts_admin	2018-11-29 07:24:00.000000	9	740
171696	3C71BF106130	NULL	NULL	54.6	235	205.06	jts_admin	2018-11-29 07:25:00.000000	9	740
171707	3C71BF106130	NULL	NULL	53.5	236	868.36	jts_admin	2018-11-29 07:29:00.000000	9	740
171710	3C71BF106130	NULL	NULL	54.8	236	202.85	jts_admin	2018-11-29 07:30:00.000000	9	740
171713	3C71BF106130	NULL	NULL	54.2	235	209.39	jts_admin	2018-11-29 07:31:00.000000	9	740
171717	3C71BF106130	NULL	NULL	54	236	409.33	jts_admin	2018-11-29 07:32:00.000000	9	740
171721	3C71BF106130	NULL	NULL	54.3	236	633.91	jts_admin	2018-11-29 07:33:00.000000	9	740
171724	3C71BF106130	NULL	NULL	54.1	238	213.03	jts_admin	2018-11-29 07:34:00.000000	9	740
171745	3C71BF106130	NULL	NULL	54.4	235	1495.08	jts_admin	2018-11-29 07:41:00.000000	9	740
171749	3C71BF106130	NULL	NULL	54.7	234	204.21	jts_admin	2018-11-29 07:42:00.000000	9	740
171753	3C71BF106130	NULL	NULL	54.3	236	205.7	jts_admin	2018-11-29 07:43:00.000000	9	740
171757	3C71BF106130	NULL	NULL	53.8	237	210.06	jts_admin	2018-11-29 07:44:00.000000	9	740
171761	3C71BF106130	NULL	NULL	53.9	236	210.27	jts_admin	2018-11-29 07:45:00.000000	9	740
171765	3C71BF106130	NULL	NULL	54.8	236	217.54	jts_admin	2018-11-29 07:46:00.000000	9	740
171769	3C71BF106130	NULL	NULL	54.6	237	185.46	jts_admin	2018-11-29 07:47:00.000000	9	740
171773	3C71BF106130	NULL	NULL	54.9	236	423.49	jts_admin	2018-11-29 07:48:00.000000	9	740
171776	3C71BF106130	NULL	NULL	54.1	236	624.15	jts_admin	2018-11-29 07:49:00.000000	9	740
171786	3C71BF106130	NULL	NULL	54.5	243	846.44	jts_admin	2018-11-29 07:53:00.000000	9	740
171790	3C71BF106130	NULL	NULL	55.1	234	1072.78	jts_admin	2018-11-29 07:54:00.000000	9	740
171794	3C71BF106130	NULL	NULL	55	236	1304.02	jts_admin	2018-11-29 07:55:00.000000	9	740
171800	3C71BF106130	NULL	NULL	54.8	239	1736.84	jts_admin	2018-11-29 07:57:00.000000	9	740
171804	3C71BF106130	NULL	NULL	54.5	237	1943.64	jts_admin	2018-11-29 07:58:00.000000	9	740
171807	3C71BF106130	NULL	NULL	54.5	237	2165.85	jts_admin	2018-11-29 07:59:00.000000	9	740
171811	3C71BF106130	NULL	NULL	55	236	209.05	jts_admin	2018-11-29 08:00:00.000000	9	740
171815	3C71BF106130	NULL	NULL	54.3	237	423.81	jts_admin	2018-11-29 08:01:00.000000	9	740
171828	3C71BF106130	NULL	NULL	53.9	244	1288.59	jts_admin	2018-11-29 08:05:00.000000	9	740
171832	3C71BF106130	NULL	NULL	54.1	237	220.98	jts_admin	2018-11-29 08:06:00.000000	9	740
171835	3C71BF106130	NULL	NULL	54.4	241	219.18	jts_admin	2018-11-29 08:07:00.000000	9	740
171838	3C71BF106130	NULL	NULL	54.4	235	219.62	jts_admin	2018-11-29 08:08:00.000000	9	740
171841	3C71BF106130	NULL	NULL	55.2	238	201.99	jts_admin	2018-11-29 08:09:00.000000	9	740
171844	3C71BF106130	NULL	NULL	54.4	243	201.97	jts_admin	2018-11-29 08:10:00.000000	9	740
171847	3C71BF106130	NULL	NULL	54.9	238	213.63	jts_admin	2018-11-29 08:11:00.000000	9	740
171850	3C71BF106130	NULL	NULL	53.9	238	443.87	jts_admin	2018-11-29 08:12:00.000000	9	740
171853	3C71BF106130	NULL	NULL	54.9	237	192.02	jts_admin	2018-11-29 08:13:00.000000	9	740
171856	3C71BF106130	NULL	NULL	55.4	248	194.08	jts_admin	2018-11-29 08:14:00.000000	9	740
171865	3C71BF106130	NULL	NULL	54.6	238	874.81	jts_admin	2018-11-29 08:18:00.000000	9	740
171869	3C71BF106130	NULL	NULL	54.6	237	182.33	jts_admin	2018-11-29 08:19:00.000000	9	740
171873	3C71BF106130	NULL	NULL	54	237	232.56	jts_admin	2018-11-29 08:20:00.000000	9	740
171877	3C71BF106130	NULL	NULL	54.2	237	233.1	jts_admin	2018-11-29 08:21:00.000000	9	740
171879	3C71BF106130	NULL	NULL	54.4	237	204.88	jts_admin	2018-11-29 08:22:00.000000	9	740
171883	3C71BF106130	NULL	NULL	54	241	229.84	jts_admin	2018-11-29 08:23:00.000000	9	740
171887	3C71BF106130	NULL	NULL	55	237	191.55	jts_admin	2018-11-29 08:24:00.000000	9	740
171890	3C71BF106130	NULL	NULL	54	237	227.61	jts_admin	2018-11-29 08:25:00.000000	9	740
171894	3C71BF106130	NULL	NULL	54.5	237	216.4	jts_admin	2018-11-29 08:26:00.000000	9	740
171898	3C71BF106130	NULL	NULL	54.8	238	228.28	jts_admin	2018-11-29 08:27:00.000000	9	740
171911	3C71BF106130	NULL	NULL	54.3	238	1076.6	jts_admin	2018-11-29 08:32:00.000000	9	740
171915	3C71BF106130	NULL	NULL	55.2	238	219.99	jts_admin	2018-11-29 08:33:00.000000	9	740
171919	3C71BF106130	NULL	NULL	54.5	237	221.94	jts_admin	2018-11-29 08:34:00.000000	9	740
171923	3C71BF106130	NULL	NULL	55.2	238	198.26	jts_admin	2018-11-29 08:35:00.000000	9	740
171927	3C71BF106130	NULL	NULL	55	239	175.83	jts_admin	2018-11-29 08:36:00.000000	9	740
171931	3C71BF106130	NULL	NULL	53.8	240	191.43	jts_admin	2018-11-29 08:37:00.000000	9	740
171935	3C71BF106130	NULL	NULL	54.2	238	207.26	jts_admin	2018-11-29 08:38:00.000000	9	740
171948	3C71BF106130	NULL	NULL	55	238	860.23	jts_admin	2018-11-29 08:42:00.000000	9	740
171952	3C71BF106130	NULL	NULL	55.1	236	202.35	jts_admin	2018-11-29 08:43:00.000000	9	740
171956	3C71BF106130	NULL	NULL	54.7	237	195.29	jts_admin	2018-11-29 08:44:00.000000	9	740
171960	3C71BF106130	NULL	NULL	55.2	233	208.44	jts_admin	2018-11-29 08:45:00.000000	9	740
171964	3C71BF106130	NULL	NULL	55.1	245	449.47	jts_admin	2018-11-29 08:46:00.000000	9	740
171968	3C71BF106130	NULL	NULL	54.9	242	185.46	jts_admin	2018-11-29 08:47:00.000000	9	740
171972	3C71BF106130	NULL	NULL	53.2	238	393.13	jts_admin	2018-11-29 08:48:00.000000	9	740
171976	3C71BF106130	NULL	NULL	55.1	237	626.81	jts_admin	2018-11-29 08:49:00.000000	9	740
171980	3C71BF106130	NULL	NULL	54.3	238	847.53	jts_admin	2018-11-29 08:50:00.000000	9	740
171983	3C71BF106130	NULL	NULL	54	238	1043.41	jts_admin	2018-11-29 08:51:00.000000	9	740
171991	3C71BF106130	NULL	NULL	54.5	234	1712.66	jts_admin	2018-11-29 08:54:00.000000	9	740
171995	3C71BF106130	NULL	NULL	53.5	238	218.44	jts_admin	2018-11-29 08:55:00.000000	9	740
171998	3C71BF106130	NULL	NULL	54.9	238	220.41	jts_admin	2018-11-29 08:56:00.000000	9	740
172003	3C71BF106130	NULL	NULL	54.6	238	423.67	jts_admin	2018-11-29 08:57:00.000000	9	740
172006	3C71BF106130	NULL	NULL	55	238	229.1	jts_admin	2018-11-29 08:58:00.000000	9	740
172009	3C71BF106130	NULL	NULL	54.9	238	444.6	jts_admin	2018-11-29 08:59:00.000000	9	740
